제목,도로명주소,지역,위도,경도,인기점수
임제,제주특별자치도 제주시 탑동로 126,제주시,33.5140071,126.5176647,646
우뭇개일번지,제주특별자치도 서귀포시 성산읍 일출로 288,서귀포시,33.4631283,126.9352404,1753
비자림부엉이,제주특별자치도 제주시 구좌읍 비자숲길 34,제주시,33.493973,126.810907,3152
돔베돈 공항점,제주특별자치도 제주시 연삼로 316,제주시,33.49179,126.52639,2209
이재모피자,제주특별자치도 제주시 간월동로 6,제주시,33.4852049,126.5434909,4310
운정이네,제주특별자치도 서귀포시 안덕면 일주서로 1524,서귀포시,33.258415,126.35306,52096
신설오름,제주특별자치도 제주시 고마로17길 2,제주시,33.50546,126.54163,20229
청정제주밥집&카페,제주특별자치도 서귀포시 중정로 22 (서귀동),서귀포시,33.499622,126.53119,2305
독도참치,제주특별자치도 서귀포시 동문로 62-1,서귀포시,33.249107,126.56686,3642
조마루뼈다귀서귀포점,제주특별자치도 서귀포시 동홍동로 13,서귀포시,33.2561,126.574745,2298
제주도푸른밥,제주 제주시 조천읍 조함해안로 29,제주시,33.5396,126.63705,9655
몽생이,제주특별자치도 제주시 한경면 녹차분재로 628,제주시,33.3246425,126.2605156,6666
바당꺼몬딱,제주특별자치도 제주시 우도면 우도해안길 144,제주시,33.49418,126.945274,3677
듀포레,제주특별자치도 제주시 서해안로 579,제주시,33.5184457,126.5000695,2034
달콤한휴식,제주특별자치도 제주시 애월읍 천덕로 395,제주시,33.4227568,126.3362041,6729
낙화곡주(구.우도주막),제주특별자치도 제주시 우도면 주흥1길 21,제주시,33.516388,126.94998,1592
파리바게트 도남점,제주특별자치도 제주시 도남로 53,제주시,33.495583,126.52748,5584
솔트스톤브이점,제주특별자치도 제주시 광양14길 14-1,제주시,33.4979387,126.5289972,310
성산맛집 성환이네 닭칼국수,제주특별자치도 서귀포시 성산읍 동류암로36번길 6,서귀포시,33.4495038,126.9166722,578
꽃까스,제주특별자치도 서귀포시 천제연로 172 (중문동),서귀포시,33.2517185,126.4230011,246
탐라가든,제주특별자치도 제주시 서사로 51,제주시,33.5078047,126.5202328,4350
짬뽕에취한날,제주특별자치도 제주시 귀아랑2길 4,제주시,33.491146,126.497894,6723
성산포뚝배기,제주특별자치도 서귀포시 성산읍 일출로 236,서귀포시,33.46017,126.93126,1998
쌍둥이횟집본점,제주특별자치도 서귀포시 중정로62번길 14,서귀포시,33.24659,126.562996,20369
돈풍년,제주특별자치도 제주시 승천로 52,제주시,33.492493,126.54009,3582
알라스카인제주 용담점,제주특별자치도 제주시 서해안로 468-2,제주시,33.51855,126.48934,2256
마라도해녀촌짜장,제주특별자치도 서귀포시 대정읍 마라로 41,서귀포시,33.119938,126.26721,4705
어우늘,제주특별자치도 제주시 연북로 222,제주시,33.481052,126.50499,4583
황금손가락,제주특별자치도 제주시 구남동1길 44,제주시,33.49308,126.54125,5629
심봉사눈뜬톳해물짜장짬뽕,제주특별자치도 서귀포시 대정읍 마라로 43,서귀포시,33.119724,126.26715,3122
머들왓,제주특별자치도 제주시 구좌읍 덕행로 490,제주시,33.510315,126.77744,902
단소,제주특별자치도 제주시 애월읍 애월로 139-4,제주시,33.4644623,126.3225807,216
진고개가든,제주특별자치도 서귀포시 남성중로 155,서귀포시,33.245605,126.55323,1244
탐라흑돼지,제주특별자치도 서귀포시 성산읍 성산중앙로 60-1,서귀포시,33.464703,126.93501,4040
해운대가든,제주특별자치도 서귀포시 태평로 122,서귀포시,33.244057,126.53643,2330
추자본섬,제주특별자치도 제주시 선덕로 14-1,제주시,33.4854498,126.4981708,1282
제주정,제주특별자치도 제주시 일주동로 320,제주시,33.521053,126.57905,3874
수월봉 가마솥순대국,제주특별자치도 제주시 한경면 고산서2길 18,제주시,33.3007773,126.1777823,3658
돌집식당,제주특별자치도 서귀포시 표선면 서성일로 23,서귀포시,33.39403,126.800644,6493
예지원,제주특별자치도 서귀포시 천제연로 129,서귀포시,33.254017,126.41936,6913
한라식당,제주특별자치도 서귀포시 표선면 성읍정의현로 22번길 8,서귀포시,33.384098,126.807465,9867
양촌리마을,제주특별자치도 제주시 진군길 31-5,제주시,33.479332,126.48151,4330
카페마니,제주특별자치도 제주시 구좌읍 해맞이해안로 1112,제주시,33.53737,126.83743,18014
수철이네 왕새우튀김 제주성산점,제주특별자치도 서귀포시 성산읍 일출로 282,서귀포시,33.462666,126.93495,1209
산토샤,제주특별자치도 서귀포시 안덕면 산방로 415,서귀포시,33.2305417,126.2929142,110
삼무국수,제주특별자치도 제주시 삼무로3길 46-1,제주시,33.490567,126.491045,16378
오드랑 베이커리앤카페 신촌점,제주특별자치도 제주시 조천읍 조천우회로 104,제주시,33.5249629,126.6205685,1072
목민,제주특별자치도 제주시 신성로 51,제주시,33.4959536,126.5250016,86
틴크레스트,제주특별자치도 제주시 첨단동길 160-20,제주시,33.4544337,126.5864979,294
색달식당,제주특별자치도 서귀포시 예래로 255-18,서귀포시,33.2418535,126.386379,6816
아일랜드조르바,제주특별자치도 제주시 구좌읍 대수길 9,제주시,33.535576,126.83914,4527
금강민물장어,제주특별자치도 서귀포시 일주동로 8597,서귀포시,33.25429,126.56952,4869
바다목장 횟집,제주시 조천읍 조함해안로 530,조천읍,33.54248,126.66959,1110
제주바다바다,제주특별자치도 제주시 정존1길 2,제주시,33.481594,126.472855,32421
제주광어직판장,제주특별자치도 서귀포시 표선면 표선당포로 7,서귀포시,33.325676,126.84353,2914
중화요리 사해방,제주특별자치도 서귀포시 천제연로 263,서귀포시,33.2515411,126.4327965,5386
우무(umu),제주특별자치도 제주시 한림읍 한림로 542-1,제주시,33.4059055,126.2565392,24446
벨로인카페,제주특별자치도 제주시 서해안로 150 (도두일동),제주시,33.503025,126.4655,2033
명랑스낵,제주특별자치도 제주시 한림읍 한림로 585,제주시,33.409283,126.258835,42480
레이지박스,제주특별자치도 서귀포시 안덕면 산방로 208,서귀포시,33.23642,126.31295,5049
델문도,제주특별자치도 제주시 조천읍 조함해안로 519-10,제주시,33.54379,126.668846,57034
이돈갓시청점,제주특별자치도 제주시 광양14길 9,제주시,33.497944,126.52979,3732
알라스카인제주,제주특별자치도 제주시 조천읍 신북로 572,제주시,33.5401,126.67042,4763
예소담,제주특별자치도 제주시 천수로 6,제주시,33.50243,126.5379,1253
연우네,제주특별자치도 제주시 은수길 110,제주시,33.466785,126.48782,5157
노을언덕,제주특별자치도 제주시 서해안로 360,제주시,33.5106119,126.4834798,6315
에너벨리,제주특별자치도 제주시 한림읍 한림로 356,제주시,33.394806,126.24187,3822
오끼416갤러리,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,서귀포시,33.311317,126.72263,5778
성산마씸,제주특별자치도 서귀포시 성산읍 한도로 257,서귀포시,33.4660428,126.9349533,526
신산리마을카페,제주특별자치도 서귀포시 성산읍 환해장성로 33,서귀포시,33.37661,126.876945,11501
전원일기,제주특별자치도 서귀포시 일주동로 8713,서귀포시,33.2523783,126.5576332,19548
창훈이네,제주특별자치도 서귀포시 칠십리로 77,서귀포시,33.239925,126.56447,4109
착한제주고등어,제주특별자치도 제주시 동문로11길 5,제주시,33.5135933,126.531217,514
카페동백,제주특별자치도 제주시 조천읍 동백로 68,제주시,33.4777041,126.7135515,17301
와팡,제주특별자치도 서귀포시 이어도로 36-30,서귀포시,33.2377549,126.4250671,4215
제주진미마돈가,제주특별자치도 서귀포시 안덕면 대평감산로 17,서귀포시,33.24599,126.3663,11551
천하대장군,제주특별자치도 제주시 진군4길 30,제주시,33.483098,126.4772312,6058
바람기억,제주특별자치도 제주시 조천읍 조함해안로 514,제주시,33.542492,126.66759,2526
알라스카인제주 애월점,제주특별자치도 제주시 애월읍 애월해안로 232,제주시,33.467075,126.33681,1400
남해횟집,제주특별자치도 제주시 국기중길 3,제주시,33.4806482,126.4913547,6641
24시 뼈다귀탕 제주점,제주특별자치도 제주시 동광로 19-1,제주시,33.5018743,126.5310911,3350
일통이반,제주특별자치도 제주시 중앙로2길 25,제주시,33.5170648,126.5221484,14828
카카듀,제주특별자치도 제주시 박성내서길 18,제주시,33.491295,126.54184,2305
육갑봉,제주특별자치도 제주시 신설로11길 2-9,제주시,33.49104,126.544846,3570
육값하네식육가든,제주특별자치도 서귀포시 남원읍 남조로 141,서귀포시,33.29226,126.72196,4510
제주슬로비,제주특별자치도 제주시 애월읍 애원로 4,제주시,33.46403,126.31984,2442
삼수정,제주특별자치도 서귀포시 성산읍 동류암로 45,서귀포시,33.448635,126.91573,3160
누바비치,제주특별자치도 서귀포시 대포로 148-15,서귀포시,33.2373994,126.4367119,38551
서우봉가든,제주특별자치도 제주시 조천읍 함대로 78,제주시,33.53723,126.65838,3694
에이바우트 스타디움,제주특별자치도 제주시 거로남4길 57-15,제주시,33.5048668,126.564294,642
생이소리,제주특별자치도 제주시 명림로 231,제주시,33.466843,126.6114,4612
제주맛촌본점,제주특별자치도 제주시 서해안로 546,제주시,33.519913,126.49706,2040
바램목장&카페,제주특별자치도 서귀포시 안덕면 신화역사로 611,서귀포시,33.3115492,126.3526353,1646
황금어장(제주시),제주특별자치도 제주시 사장길 14,제주시,33.4843984,126.4955557,15163
앨리스 카페,제주 제주시 서광로32길 36-1,제주시,33.49756,126.52962,3800
카페헤밍웨이,제주특별자치도 제주시 한림읍 한림로 431,제주시,33.39981,126.247475,4941
짜장면시키신분 마라점,제주특별자치도 서귀포시 대정읍 마라로 48,서귀포시,33.1194634,126.2669391,3876
돈마구이해장국(연동점),제주특별자치도 제주시 삼동길 60,제주시,33.4791,126.49498,3761
순옥이네 명가,제주 제주시 도공로 8,제주시,33.505558,126.465065,91773
순정문어,제주특별자치도 제주시 서해안로 579,제주시,33.518528,126.50028,5611
윤재커피,제주특별자치도 제주시 중앙로12길 1,제주시,33.5118023,126.5241119,126
서귀포갈비,제주특별자치도 서귀포시 동홍로 42,서귀포시,33.252373,126.56801,5788
황토기와집,제주특별자치도 서귀포시 일주서로 1102,서귀포시,33.26386,126.395355,4213
북촌에가면,제주특별자치도 제주시 조천읍 북촌5길 6,제주시,33.547928,126.69252,26482
컴포트브라운,제주특별자치도 제주시 구좌읍 충렬로 141-1,제주시,33.5112683,126.8480361,104
유인원,제주특별자치도 서귀포시 대정읍 무영로254번길 17,서귀포시,33.2824806,126.2242154,178
코코찌봉,제주특별자치도 제주시 구좌읍 세평항로 26,제주시,33.52557,126.854416,1174
삼계절,제주특별자치도 제주시 연신로 51,제주시,33.497142,126.5469051,124
현경식당,제주특별자치도 제주시 동광로1길 32,제주시,33.5032944,126.527915,2192
텍시아,제주특별자치도 제주시 구좌읍 평대2길 39-28,제주시,33.5355,126.838974,5397
올랭이와물꾸럭,제주특별자치도 서귀포시 대정읍 신영로 93-5,서귀포시,33.221058,126.25294,9782
미친부엌,제주특별자치도 제주시 탑동로 15,제주시,33.517007,126.5231956,47302
만배성,제주특별자치도 제주시 아연로 484-9,제주시,33.4740849,126.5325069,1808
던스페이스,제주특별자치도 제주시 서해안로 512,제주시,33.5195001,126.4937234,1153
다올터해장국,제주특별자치도 서귀포시 동문동로 6,서귀포시,33.249847,126.567444,2274
도희네칼국수,제주특별자치도 서귀포시 안덕면 중산간서로 1957,서귀포시,33.2896606,126.3148155,7638
피자굽는돌하르방,제주특별자치도 제주시 한경면 청수로 218,제주시,33.30488,126.25584,7287
제주초가집,제주특별자치도 서귀포시 안덕면 화순해안로 189,서귀포시,33.2455401,126.3387106,236
겐짱야,제주특별자치도 제주시 월광로 140,제주시,33.4909622,126.4730345,4762
누리해장국,제주특별자치도 제주시 번영로 485,제주시,33.4910712,126.5941095,5572
델리지아레스토랑,"제주특별자치도 서귀포시 중문관광로 224 제주국제컨벤션센터 3F,4F",서귀포시,33.24167,126.424164,10967
무진장회식당,제주특별자치도 제주시 서광로2길 11-9,제주시,33.4991108,126.513764,5470
제주당 베이커리 카페,제주특별자치도 제주시 애월읍 월각로 927,제주시,33.364338,126.3552026,11999
젠칸투스,제주특별자치도 제주시 연삼로 145,제주시,33.4932876,126.5076069,146
잉겅 한림협재흑돼지,제주특별자치도 제주시 한림읍 한림로 333,제주시,33.3936152,126.2401205,272
섬채,제주특별자치도 제주시 오라로 61,제주시,33.496075,126.51023,8205
효선떡방,제주특별자치도 제주시 칠성로길 41,제주시,33.5143681,126.5272508,306
블랙포엠,제주특별자치도 제주시 조천읍 조함해안로 476-1,제주시,33.531406,126.66637,4083
건달다방,제주특별자치도 제주시 아란13길 32,제주시,33.4692155,126.5443585,3597
커피구십구점구(99.9),제주특별자치도 제주시 1100로 3173,제주시,33.469868,126.48469,2586
사계바다,제주특별자치도 서귀포시 안덕면 형제해안로 26,서귀포시,33.227848,126.30391,21345
부두식당 (모슬포),제주특별자치도 서귀포시 대정읍 하모항구로 62,서귀포시,33.218906,126.25106,24852
사랑분식,제주특별자치도 제주시 동문로4길 12,제주시,33.5124677,126.5278416,518
부르네비어가든,제주특별자치도 제주시 서해안로 376,제주시,33.51215,126.4844,5810
다이노바이트 샌드위치,제주특별자치도 제주시 관덕로 16,제주시,33.5128409,126.5209308,2728
화진전복,제주특별자치도 제주시 무근성길 2,제주시,33.517925,126.51913,4252
어부랑누이랑,제주특별자치도 서귀포시 막숙포로 66-1,서귀포시,33.23558,126.51464,2349
명호돗갈비,제주특별자치도 서귀포시 안덕면 대평로 51,서귀포시,33.2373608,126.3623407,506
핫마마,제주특별자치도 서귀포시 안덕면 녹차분재로 193,서귀포시,33.2988877,126.2938139,224
서연의집(영화 건축학개론),제주특별자치도 서귀포시 남원읍 위미해안로 86,서귀포시,33.269413,126.655876,95908
붉은제주,제주특별자치도 제주시 애월읍 애월로 37,제주시,33.462128,126.31228,32679
오가네전복설렁탕,제주특별자치도 서귀포시 중산간동로 7738,서귀포시,33.26826,126.58964,21062
알라스카인제주 제주항공우주박물관점,제주특별자치도 서귀포시 안덕면 녹차분재로 218,서귀포시,33.30297,126.299065,1448
메밀꽃차롱,제주특별자치도 제주시 연오로 136 (연동),제주시,33.481255,126.500824,15189
수제홍과일모찌,제주특별자치도 제주시 연동14길 14,제주시,33.48444,126.494316,6134
라포레사려니,제주특별자치도 제주시 조천읍 비자림로 685-3,제주시,33.43689,126.67991,4679
그때그맛,제주특별자치도 서귀포시 성산읍 금백조로 68,서귀포시,33.43983,126.86581,1002
시스터필드,제주특별자치도 서귀포시 월드컵로 8,서귀포시,33.2490312,126.5074027,7054
아이스크림연구소(올레시장점),제주특별자치도 서귀포시 중앙로 54번길 14,서귀포시,33.24591,126.56238,4044
넉둥베기 고사리육개장,제주특별자치도 제주시 서문로 9-1,제주시,33.5098623,126.5126215,14059
해일리 카페,제주특별자치도 서귀포시 성산읍 한도로 269-37,서귀포시,33.4689926,126.9350866,1390
프릳츠 제주성산점,제주특별자치도 서귀포시 성산읍 일출로 222,서귀포시,33.4595153,126.9301841,666
파리바게뜨 성산일출봉점,제주특별자치도 서귀포시 성산읍 일주동로 4282,서귀포시,33.4462219,126.9112596,12054
타임스탬프,제주특별자치도 제주시 조천읍 신북로 92-1 1층,제주시,33.5349392,126.6237679,3235
섭지코지화덕피자,제주특별자치도 서귀포시 성산읍 신양로 102,서귀포시,33.43642,126.92064,2726
빌라드아토,제주특별자치도 서귀포시 태평로 413,서귀포시,33.244972,126.56462,4383
나까무라,제주특별자치도 제주시 중앙로 214,제주시,33.5002191,126.5291993,3094
도그헤븐 애견카페,제주특별자치도 제주시 삼무로 74,제주시,33.4895616,126.4945088,584
쪼끌락,제주특별자치도 제주시 구좌읍 김녕로21길 21,제주시,33.55773,126.75526,8391
비양도 올레카페,제주특별자치도 제주시 한림읍 비양도길 24,제주시,33.405266,126.228966,4233
김희선몸국,제주특별자치도 제주시 어영길 45-6,제주시,33.5185392,126.4981208,49795
선우식당,제주특별자치도 제주시 남광북1길 38 (이도이동),제주시,33.49629,126.53728,3125
모해 통갈치화덕구이전문점,제주특별자치도 서귀포시 성산읍 일출로 267,서귀포시,33.4616976,126.9338917,14738
무뚱 식도락 식당,제주특별자치도 서귀포시 남원읍 태위로689번길 10,서귀포시,33.2803755,126.7201346,12223
짜이다방,제주특별자치도 서귀포시 안덕면 사계남로 239,서귀포시,33.2343766,126.3082325,1920
화로향,제주특별자치도 제주시 관덕로15길 27,제주시,33.5157096,126.5267544,11474
24시 뼈다귀탕,제주특별자치도 제주시 삼무로 47,제주시,33.4900966,126.4917675,2202
Osds 협재,제주특별자치도 제주시 한림읍 협재8길 22,제주시,33.3947605,126.2446353,244
해림식당,제주특별자치도 제주시 남성로 12,제주시,33.5012166,126.5131204,332
홍요깃거리,제주특별자치도 제주시 신대로13길 36-1,제주시,33.4873244,126.5002749,3328
다미회,제주특별자치도 제주시 동광로2길 9-4,제주시,33.500893,126.53096,4482
팜알로하,제주특별자치도 서귀포시 쇠소깍로 122,서귀포시,33.252598,126.62252,2546
고집돌우럭(제주공항점),제주특별자치도 제주시 임항로 30,제주시,33.5163432,126.5281752,49872
성산회관,제주특별자치도 서귀포시 성산읍 성산중앙로 8,서귀포시,33.460884,126.93156,25153
다해복국,제주특별자치도 제주시 문송1길 17 (연동),제주시,33.488197,126.49919,4938
대포횟집,제주특별자치도 서귀포시 대포로 169 (대포동),서귀포시,33.239067,126.43923,8519
이가 흑돼지,제주특별자치도 제주시 진군1길 17,제주시,33.4788455,126.4803929,756
만세국수,제주특별자치도 제주시 오라로 152,제주시,33.4940741,126.5188397,3470
국수와냉면,제주특별자치도 제주시 탑동로 31-1,제주시,33.5174322,126.5215039,3786
그옛맛,제주특별자치도 제주시 서사로24길 12,제주시,33.498505,126.51864,5394
마두천손칼국수,제주특별자치도 제주시 용해로 45,제주시,33.51312,126.50292,7705
이찌방,제주특별자치도 제주시 삼양2동 2332-5,제주시,33.518547,126.58062,1182
은혜전복,제주특별자치도 제주시 애월읍 애월로1길 24-3,제주시,33.46293,126.31022,8474
미나리식당,제주특별자치도 서귀포시 중앙로59번길 11,서귀포시,33.249664,126.56034,4464
산내들맛집,제주특별자치도 제주시 서광로4길 16,제주시,33.4986386,126.5140831,4116
서귀포손칼국수,제주특별자치도 서귀포시 중앙로42번길 6-1,서귀포시,33.248276,126.562454,1798
해월정,제주특별자치도 제주시 구좌읍 해맞이해안로 2340,제주시,33.4880673,126.8804954,34655
돈사촌 외도점,제주특별자치도 제주시 우평로 283,제주시,33.4839514,126.4364357,11605
나무카페,제주특별자치도 제주시 조천읍 선교로 560,제주시,33.45616,126.7105,8274
호루의한끼,제주특별자치도 서귀포시 516로277번길 29,서귀포시,33.2787571,126.583096,506
어부와농부,제주특별자치도 서귀포시 천제연로 89,서귀포시,33.2550682,126.4152148,5476
닐모리동동,제주특별자치도 제주시 서해안로 452,제주시,33.517693,126.487625,17925
호임당,제주특별자치도 제주시 월대1길 9,제주시,33.4944292,126.4333383,110
소반,제주특별자치도 서귀포시 중동로 23,서귀포시,33.251976,126.566154,6079
돈향기,제주특별자치도 제주시 관덕로15길 30,제주시,33.5158029,126.5270908,4679
마운트 에베레스트 레스토랑,제주특별자치도 제주시 중앙로7길 9,제주시,33.5150318,126.5256725,496
ROAD129(로드129),제주특별자치도 제주시 애월읍 애월로 129,제주시,33.46433,126.321106,10543
감나무집,제주특별자치도 제주시 오남로 12,제주시,33.4941877,126.5195932,5712
수국향,제주특별자치도 제주시 구좌읍 종달로5길 31-1,제주시,33.49332,126.89948,1266
떡볶이대학 라면학과,제주특별자치도 제주시 진군3길 27-27(노형동),제주시,33.47692,126.47769,1764
공설식당,제주특별자치도 제주시 서사로 172 (오라일동),제주시,33.49705,126.51955,1640
물메골,제주특별자치도 제주시 애월읍 번대동길 67,제주시,33.47298,126.391335,3403
탑부평,제주특별자치도 제주시 관덕로15길 26,제주시,33.5155173,126.5270364,9605
고객식당,제주특별자치도 제주시 오현길 78-6 1층,제주시,33.51158,126.5261,4110
모리노아루요,제주특별자치도 제주시 애월읍 하소로 769-58,제주시,33.4193673,126.4015222,25209
곱들락,제주특별자치도 제주시 조천읍 함덕18길 19,제주시,33.5394513,126.6704513,12975
쓰쓰카페,제주특별자치도 제주시 한경면 성굴로 34-6,제주시,33.3382691,126.1837415,2608
민경이네어등포해녀촌,제주특별자치도 제주시 구좌읍 해맞이해안로 830,제주시,33.553665,126.825775,12981
하늘채가든,제주특별자치도 제주시 오등14길 4,제주시,33.4747666,126.530338,4732
창천삼거리식당,제주특별자치도 서귀포시 안덕면 일주서로 1332,서귀포시,33.26495,126.37126,6301
이리로카페,제주특별자치도 제주시 애월읍 광령평화2길 142-19 (광령리) 1층,제주시,33.4034138,126.4508866,224
미주크크,제주특별자치도 제주시 동광로5길 26,제주시,33.5038019,126.5306509,232
행복한시저네,제주특별자치도 서귀포시 막동산로 5-4,서귀포시,33.2567525,126.525243,8807
시소카이막,제주특별자치도 제주시 애월읍 애월해안로 564-1,제주시,33.4779475,126.3643057,3382
헤이브라더,제주특별자치도 서귀포시 안덕면 형제해안로 72,서귀포시,33.2255616,126.2996722,14119
홍도니,제주특별자치도 제주시 연북로 187,제주시,33.4479443,126.5134221,4126
해지개,제주특별자치도 제주시 애월읍 애월북서길 52,제주시,33.4642136,126.3089572,504
종이비행기,제주특별자치도 제주시 구좌읍 해맞이해안로 1446,제주시,33.524647,126.85994,2802
살롱드라방 SALON de LAVANT,제주특별자치도 제주시 애월읍 하가로 146-9,제주시,33.499622,126.53119,15824
동우네,제주특별자치도 제주시 천수로 52,제주시,33.503822,126.54245,2363
딕시,제주특별자치도 서귀포시 일주동로 8592,서귀포시,33.2549128,126.5702022,3778
명도암수다뜰,제주특별자치도 제주시 명림로 164,제주시,33.4914049,126.5949431,2804
목돈,제주특별자치도 제주시 은남4길 30 (연동),제주시,33.48699,126.495155,1428
메밀래 제주공항점,제주특별자치도 제주시 공설로 53,제주시,33.49604,126.519104,7835
해녀의 부엌 북촌점,제주특별자치도 제주시 조천읍 북촌9길 31,제주시,33.5498675,126.6935047,3708
하얀성&더돈,제주특별자치도 제주시 애월읍 애월해안로 592,제주시,33.478172,126.36698,4798
경미네집(경미휴게소),제주특별자치도 서귀포시 성산읍 일출로 259,서귀포시,33.46125,126.93347,22838
그러므로,제주특별자치도 제주시 구남동6길 45,제주시,33.496986,126.53534,4024
탑동골목,제주특별자치도 제주시 중앙로5길 13,제주시,33.5153403,126.5260957,260
할매추어탕,제주특별자치도 제주시 구남로 57 (이도이동),제주시,33.49171,126.53573,4428
파시랑,제주특별자치도 서귀포시 솔동산로 15 (서귀동),서귀포시,33.243404,126.56422,5744
성춘(토종순대),제주특별자치도 제주시 성지로 68 (일도2동),제주시,33.511223,126.53033,4518
독개물항,제주특별자치도 제주시 한림읍 한림로 478,제주시,33.4018706,126.2516959,20299
인풍감자탕,제주특별자치도 제주시 만덕로 36,제주시,33.51346,126.53186,3908
마진가,제주특별자치도 제주시 남성로 54,제주시,33.5048883,126.5136373,2486
동그라미가든,제주특별자치도 서귀포시 1100로 217,서귀포시,33.2663765,126.4459258,5046
해녀식당(동복리),제주특별자치도 제주시 구좌읍 동복로 5,제주시,33.5535282,126.7069216,15135
원앤온리,제주특별자치도 서귀포시 안덕면 산방로 141,서귀포시,33.23923,126.3192943,7117
파스쿠찌 도남점,제주특별자치도 제주시 연북로 444,제주시,33.48046,126.52924,6212
아크로디니온,제주특별자치도 제주시 명림로 100,제주시,33.4773879,126.607261,550
맛나리,제주특별자치도 서귀포시 동문로 34 (서귀동),서귀포시,33.250633,126.56431,4062
간이옥돔역,제주특별자치도 서귀포시 남원읍 남태해안로 484,서귀포시,33.28524,126.74973,4772
제제그리너,제주특별자치도 제주시 한림읍 협재1길 19-5,제주시,33.3974081,126.242749,276
해변가든(켄싱턴리조트),제주특별자치도 서귀포시 이어도로 684,서귀포시,33.233574,126.489006,3334
맵찜,제주특별자치도 제주시 조천읍 선교로 519,제주시,33.45958,126.71228,5233
도남오거리도남점,제주특별자치도 제주시 도남로6길 16,제주시,33.4965521,126.5261342,3579
바다잔치,제주특별자치도 제주시 탑동로 79,제주시,33.51774,126.51693,5590
마쇼,제주특별자치도 제주시 신성로13길 26,제주시,33.49804,126.53012,5698
스테이위드커피,제주특별자치도 제주시 해안마을5길 29,제주시,33.4582189,126.4557626,4277
본가 1호점,제주특별자치도 제주시 도남로 101,제주시,33.4912754,126.5285424,5092
코리코카페 제주,제주특별자치도 제주시 구좌읍 비자림로 1199,제주시,33.4564636,126.7691579,1398
대굴대굴구이,제주특별자치도 제주시 성신로2길 19,제주시,33.492172,126.487236,3012
방듸,제주특별자치도 제주시 남광로 9,제주시,33.4925794,126.5371184,4806
노을과 어울림 카페,제주특별자치도 서귀포시 대정읍 노을해안로 638-2,서귀포시,33.270985,126.17614,2838
마님순대,제주특별자치도 제주시 원노형로 81,제주시,33.4814178,126.4849461,3178
하나로국밥,제주특별자치도 서귀포시 천제연로 222-2,서귀포시,33.2513188,126.4282136,6514
플라잉애월,제주특별자치도 제주시 애월읍 애월해안로 765,제주시,33.4855128,126.3818573,200
김명자굴국밥(제주본점),제주특별자치도 제주시 연북로 168,제주시,33.481873,126.497406,8817
마노르블랑,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,서귀포시,33.254242,126.29465,60952
영해식당 (제주점),제주특별자치도 제주시 정든로2길 24-1,제주시,33.4966963,126.5393772,5684
우도돼지네 땅콩만두,제주특별자치도 서귀포시 중정로73번길 15-1,서귀포시,33.249554,126.56383,3876
삼다도횟집,제주특별자치도 제주시 서해안로 572,제주시,33.5190034,126.4993699,22779
옛촌전복,제주특별자치도 서귀포시 안덕면 사계로 189,서귀포시,33.24694,126.30275,15113
부지깽이,제주특별자치도 제주시 광양13길 11-2,제주시,33.4992737,126.5316548,7760
리듬앤브루스,제주특별자치도 제주시 무근성7길 11,제주시,33.5138019,126.5198694,6392
나무아래,제주특별자치도 서귀포시 성산읍 한도로255번길 21,서귀포시,33.4674588,126.9352099,72
서광마을국수,제주특별자치도 제주시 서해안로 356 (도두이동) 1층 서광마을국수,제주시,33.5105417,126.4832873,404
골목집갈치와고등어,제주특별자치도 서귀포시 표선면 표선백사로110번길 5-10,서귀포시,33.325202,126.8379633,7418
세이슌 칠성로점,"제주특별자치도 제주시 관덕로11길 35, 2층",제주시,33.5161141,126.5255894,2060
일 이탈리아노,제주특별자치도 제주시 탑동로 20,제주시,33.517532,126.52287,1134
포트그릴 스테이크하우스,제주특별자치도 서귀포시 솔동산로10번길 48,서귀포시,33.2405734,126.5622927,6152
가시식당,제주특별자치도 서귀포시 표선면 가시로 565번길 24,서귀포시,33.353035,126.77152,20562
바캉스샤브샤브,제주특별자치도 제주시 조천읍 신북로 595,제주시,33.5391452,126.6760426,4520
깡촌흑돼지,제주특별자치도 제주시 조천읍 함덕14길 2,제주시,33.541286,126.667114,7461
지금이순간,제주특별자치도 제주시 애월읍 애월로 15-1,제주시,33.45945,126.324005,11755
구름물고기,제주특별자치도 제주시 애월읍 하가로 112-1,제주시,33.45906,126.3522,2989
명문가시리식당,제주특별자치도 서귀포시 표선면 중산간동로 5218,서귀포시,33.35289,126.77083,6474
모드락,제주특별자치도 제주시 서해안로 671,제주시,33.516144,126.50897,9010
한양식당,제주특별자치도 서귀포시 이어도로 684,서귀포시,33.2336552,126.4890695,2380
비밀의숲 카페,제주특별자치도 제주시 구좌읍 송당리 산 66-2,제주시,33.499622,126.53119,9639
빌레왓,제주특별자치도 서귀포시 안덕면 화순서동로 14,서귀포시,33.2525074,126.3351056,7219
마므레,제주특별자치도 서귀포시 남원읍 태위로 456,서귀포시,33.27468,126.69596,5033
커피가게쉬고가게,제주특별자치도 서귀포시 표선면 민속해안로 593,서귀포시,33.3225332,126.8228665,4776
하비마카롱,제주특별자치도 제주시 연삼로 449,제주시,33.4981272,126.5383923,5556
